food,calories,protein,fat,carbs,fiber,sugar
mentega,721,0.9,73.5,0.1,0.0,0.1
air_kelapa,21,0.7,0.2,3.5,1.2,2.5
pisang,91,1.1,0.3,22.3,2.5,12.5
udang,90,26.1,0.3,0.2,0.0,0.0
ayam_panggang,154,31.7,3.9,0.0,0.0,0.0
air_kelapa,21,0.7,0.2,3.9,1.0,2.4
kopi,2,0.3,0.0,0.0,0.0,0.0
tempe_goreng,190,20.5,10.1,8.7,4.4,1.6
siomay,143,9.3,7.5,13.6,1.5,1.8
nugget,324,12.3,16.6,19.7,1.1,1.5
kroket,194,6.7,11.7,17.4,1.8,1.6
siomay,170,9.3,7.1,14.1,1.6,2.0
sayur_lodeh,130,4.3,8.1,12.0,2.4,2.9
roti_tawar,291,8.9,3.2,45.6,2.7,5.2
mangga,57,0.8,0.4,16.3,1.8,13.6
gado-gado,196,7.4,10.8,13.7,3.7,6.5
kangkung,18,2.5,0.3,3.0,1.8,0.5
anggur,66,0.6,0.2,17.1,0.9,14.5
kangkung,20,2.8,0.3,3.2,2.0,0.5
jeruk,51,0.8,0.1,12.5,2.4,8.7
tempe_goreng,177,17.9,10.2,9.2,4.6,1.6
perkedel,153,5.0,9.3,15.4,2.1,1.0
kacang_merah,348,22.1,1.0,61.7,16.2,1.9
tomat,19,1.0,0.2,3.9,1.1,2.8
wortel,39,0.9,0.2,10.3,2.7,4.8
rendang,454,23.0,38.3,5.1,1.0,2.2
sosis,299,13.4,25.7,2.0,0.0,1.6
roti_tawar,272,8.2,3.4,49.4,2.9,4.9
nasi_putih,121,2.5,0.3,28.9,0.4,0.1
es_krim,224,3.5,11.2,23.2,0.7,22.9
melon,36,0.8,0.2,8.6,0.9,8.4
tahu_goreng,153,11.6,9.1,5.3,2.1,0.8
lumpia,193,6.3,7.4,22.9,2.1,2.7
melon,32,0.8,0.2,7.5,0.9,7.3
alpukat,173,1.8,16.2,9.7,6.4,0.7
coklat,557,4.9,33.2,55.3,7.2,49.7
nasi_merah,111,2.4,0.8,25.2,1.7,0.3
kepiting,103,20.0,1.2,0.0,0.0,0.0
donat,455,5.5,25.1,46.2,1.4,24.4
timun,15,0.8,0.1,3.7,0.5,1.7
martabak_manis,383,8.7,18.9,46.5,1.6,30.4
anggur,64,0.6,0.2,18.9,0.9,14.0
pempek,239,11.2,8.1,27.7,1.0,3.3
risoles,256,8.2,13.7,21.2,1.4,1.9
cumi-cumi,85,16.4,1.5,2.9,0.0,0.0
strawberry,29,0.7,0.3,8.6,2.2,4.9
coklat,494,4.7,31.9,57.0,7.6,50.2
semangka,30,0.6,0.2,7.6,0.4,6.0
jus_apel,42,0.1,0.1,10.9,0.2,10.5
pisang,92,1.1,0.3,20.7,2.4,13.2
donat,461,5.5,25.5,51.0,1.5,25.7
tomat,19,0.9,0.2,4.1,1.3,2.5
opor_ayam,308,25.0,22.9,5.6,1.0,1.8
madu,280,0.3,0.0,81.8,0.2,80.6
kentang_goreng,341,3.2,15.6,44.2,4.2,0.3
ikan_salmon,199,21.4,13.7,0.0,0.0,0.0
melon,33,0.8,0.2,7.3,0.9,7.8
semangka,28,0.6,0.2,7.8,0.4,6.5
roti_gandum,243,12.5,3.2,40.9,7.7,3.8
soto_ayam,179,14.8,5.6,13.3,1.3,2.0
kue_lapis,275,4.8,8.3,45.0,1.1,25.6
bakso,215,17.9,11.2,7.7,0.5,1.9
mangga,58,0.8,0.4,15.4,1.6,14.4
siomay,156,9.3,6.5,16.3,1.6,1.9
bayam,23,2.6,0.4,3.6,2.0,0.4
mangga,55,0.8,0.4,13.9,1.6,13.1
teh,1,0.0,0.0,0.3,0.0,0.0
edamame,124,11.3,5.5,9.9,4.7,2.0
gula_pasir,396,0.0,0.0,99.7,0.0,102.3
jus_apel,42,0.1,0.1,10.6,0.2,10.0
soto_ayam,179,15.2,5.9,13.2,1.3,1.8
tempe_goreng,177,17.5,10.4,8.7,4.7,1.5
tempe_goreng,186,19.1,11.7,9.8,4.3,1.6
bakso,205,17.1,10.4,8.6,0.5,2.0
tempe_goreng,200,19.2,11.8,8.2,4.5,1.4
kacang_merah,365,21.7,1.0,59.1,13.6,2.2
daging_sapi,237,24.5,16.5,0.0,0.0,0.0
jus_apel,48,0.1,0.1,11.2,0.2,9.2
nasi_putih,137,2.6,0.3,28.4,0.4,0.1
martabak_telur,303,14.2,15.2,25.1,2.0,2.1
susu,93,8.7,2.6,13.1,0.0,12.0
sayur_lodeh,139,3.8,7.2,11.2,2.7,3.3
kangkung,17,2.5,0.3,3.1,2.0,0.5
roti_tawar,276,8.4,3.0,52.2,2.5,5.1
nasi_putih,137,2.8,0.3,25.9,0.4,0.1
selai,259,0.4,0.1,71.9,1.0,44.8
edamame,125,10.9,4.6,10.9,5.1,2.0
ayam_goreng,243,24.9,14.8,0.0,0.0,0.0
opor_ayam,342,23.9,22.3,5.7,1.0,1.8
anggur,66,0.7,0.2,18.1,0.9,14.9
nasi_goreng,310,7.5,12.3,45.3,2.1,2.8
lemper,187,5.2,6.6,26.5,1.3,1.0
mie_instan,393,10.6,13.4,54.9,2.7,3.1
tahu_goreng,137,12.2,8.7,4.8,2.1,0.8
pecel_lele,271,18.7,19.0,12.0,1.9,1.6
coklat,585,5.2,29.6,65.0,7.7,51.5
tempe_goreng,197,17.5,11.3,8.2,4.2,1.5
gula_pasir,367,0.0,0.0,96.1,0.0,100.5
sayur_lodeh,118,4.3,7.5,10.6,2.3,2.9
mentega,767,0.9,82.0,0.1,0.0,0.1
opor_ayam,289,24.5,21.6,5.5,1.0,1.9
brokoli,59,3.6,0.6,11.7,4.1,1.7
udang,92,25.5,0.3,0.2,0.0,0.0
burger,305,16.5,13.4,24.7,1.6,3.6
ubi_jalar,83,1.8,0.1,18.8,3.2,4.1
kopi,2,0.3,0.0,0.0,0.0,0.0
yogurt,56,3.7,0.4,12.0,0.0,10.2
madu,316,0.3,0.0,77.1,0.2,88.9
kepiting,100,18.6,1.3,0.0,0.0,0.0
kepiting,98,18.1,1.3,0.0,0.0,0.0
tahu_goreng,136,12.9,9.6,4.8,2.3,0.7
perkedel,153,5.2,8.5,15.6,2.0,0.9
mie_instan,408,9.2,14.7,50.4,2.4,2.8
madu,285,0.3,0.0,80.0,0.2,85.4
kacang_merah,327,24.1,1.1,57.8,15.1,1.8
kentang_goreng,342,3.3,16.2,38.0,4.1,0.3
opor_ayam,322,25.7,21.8,6.3,1.0,1.9
onde-onde,250,4.4,9.7,37.4,1.9,16.5
cumi-cumi,86,15.7,1.4,2.9,0.0,0.0
kue_kering,475,6.0,26.3,68.5,2.0,30.7
mie_instan,358,10.1,12.9,51.3,2.6,3.0
udang,96,23.3,0.3,0.2,0.0,0.0
kopi,2,0.3,0.0,0.0,0.0,0.0
selai,256,0.4,0.1,63.0,1.0,52.9
kepiting,93,18.1,1.4,0.0,0.0,0.0
coklat,540,4.7,30.5,56.3,7.1,49.8
cumi-cumi,97,16.9,1.5,3.4,0.0,0.0
kentang_goreng,308,3.4,15.6,38.1,4.1,0.3
anggur,63,0.7,0.2,16.3,0.9,15.9
kepiting,89,18.1,1.2,0.0,0.0,0.0
susu_kedelai,55,3.4,1.9,5.5,0.6,3.8
kue_lapis,248,4.5,7.7,40.6,1.0,27.4
batagor,192,10.7,9.4,18.7,1.2,1.9
siomay,161,8.4,7.5,16.0,1.5,1.8
pecel_lele,261,17.9,19.5,11.8,1.9,1.6
es_krim,225,3.2,9.9,25.4,0.6,22.4
donat,418,5.3,24.7,47.6,1.3,28.4
edamame,113,12.0,5.4,9.9,5.4,2.1
pecel_lele,309,18.6,16.9,11.1,2.1,1.5
nasi_goreng,333,8.1,12.3,50.8,2.1,2.8
es_krim,226,3.8,12.1,23.2,0.6,21.6
jus_jeruk,46,0.7,0.2,10.4,0.2,8.4
daging_sapi,249,26.7,14.2,0.0,0.0,0.0
sayur_asem,67,2.4,1.6,12.9,3.2,4.2
udang,107,25.2,0.3,0.2,0.0,0.0
jus_apel,47,0.1,0.1,10.8,0.2,10.8
daging_kambing,224,27.2,13.0,0.0,0.0,0.0
selai,253,0.4,0.1,63.7,0.9,45.6
daging_kambing,221,25.8,13.4,0.0,0.0,0.0
nasi_goreng,329,8.0,13.0,52.8,1.9,3.3
susu_kedelai,51,3.6,1.7,6.3,0.6,3.6
pastel,292,6.4,15.0,27.5,2.0,2.2
roti_gandum,226,12.3,3.5,39.9,7.3,4.0
kacang_merah,358,25.0,1.1,57.6,13.7,2.0
kopi,2,0.3,0.0,0.0,0.0,0.0
kentang_goreng,305,3.1,14.1,37.4,3.9,0.3
roti_tawar,251,9.3,3.4,53.7,2.5,4.6
susu,97,7.4,2.6,13.2,0.0,10.9
sayur_lodeh,126,4.2,7.6,10.0,2.7,3.2
pizza,279,10.4,10.6,34.0,2.3,3.6
kentang,70,2.1,0.1,16.4,2.1,0.8
udang,93,22.9,0.3,0.2,0.0,0.0
minuman_bersoda,37,0.0,0.0,10.6,0.0,10.3
kacang_merah,343,23.0,1.1,60.2,14.3,1.9
nasi_putih,142,2.8,0.3,25.9,0.4,0.1
martabak_manis,351,7.6,17.3,46.6,1.4,30.8
selai,295,0.4,0.1,70.8,1.0,50.3
es_krim,210,3.6,11.6,21.7,0.7,22.1
apel,50,0.3,0.2,12.7,2.4,10.9
sayur_lodeh,133,4.2,7.9,11.9,2.4,2.9
gula_pasir,361,0.0,0.0,90.7,0.0,104.7
mentega,739,0.9,80.1,0.1,0.0,0.1
selai,272,0.4,0.1,72.5,1.0,50.4
perkedel,168,4.7,8.3,17.9,2.0,0.9
kacang_merah,319,24.0,0.9,56.0,15.6,2.2
sayur_lodeh,135,4.2,7.9,11.4,2.5,2.9
kacang_hijau,315,22.8,1.2,66.0,17.3,7.1
cumi-cumi,95,16.9,1.4,3.2,0.0,0.0
melon,34,0.9,0.2,8.3,0.8,8.1
nugget,295,12.2,17.8,21.0,1.3,1.5
opor_ayam,305,23.0,22.1,5.9,0.9,2.0
anggur,71,0.7,0.2,16.7,0.8,16.3
sambal_goreng,133,5.6,10.4,8.9,1.9,3.0
gula_pasir,384,0.0,0.0,102.1,0.0,94.5
pastel,249,7.0,14.9,26.7,2.1,2.0
susu,98,8.3,2.5,12.8,0.0,12.8
soto_ayam,179,14.3,6.3,11.9,1.1,2.0
sayur_asem,60,2.6,1.6,11.9,2.9,4.0
daging_sapi,249,25.2,13.6,0.0,0.0,0.0
daging_kambing,249,25.3,14.1,0.0,0.0,0.0
gado-gado,205,7.6,12.7,15.2,4.0,5.8
es_krim,218,3.3,10.0,23.7,0.7,19.5
melon,36,0.9,0.2,8.3,0.8,8.5
kacang_hijau,318,21.7,1.2,64.1,15.8,7.6
teh,1,0.0,0.0,0.3,0.0,0.0
minyak_goreng,907,0.0,107.7,0.0,0.0,0.0
minyak_goreng,811,0.0,101.8,0.0,0.0,0.0
coklat,532,4.7,28.2,59.1,6.8,49.5
gula_pasir,366,0.0,0.0,95.8,0.0,102.5
ayam_panggang,167,29.3,3.8,0.0,0.0,0.0
minuman_bersoda,45,0.0,0.0,12.0,0.0,10.7
minuman_bersoda,40,0.0,0.0,11.5,0.0,10.1
kue_kering,486,5.9,25.9,60.8,2.2,26.6
ikan_tuna,153,24.6,5.0,0.0,0.0,0.0
alpukat,149,1.8,13.8,9.8,6.6,0.7
nugget,287,12.8,19.8,21.9,1.2,1.4
nasi_goreng,332,8.0,11.9,49.4,2.2,2.8
mentega,780,0.9,74.8,0.1,0.0,0.1
hotdog,290,9.3,16.9,24.1,1.0,3.9
kacang_tanah,515,24.3,53.4,16.4,8.7,3.6
perkedel,174,5.0,9.3,17.0,1.9,1.0
mangga,55,0.9,0.4,14.7,1.5,13.0
mie_instan,337,9.5,13.8,55.2,2.6,3.0
ubi_jalar,93,1.5,0.1,19.0,2.8,4.3
timun,17,0.8,0.1,3.4,0.5,1.7
roti_tawar,255,9.5,3.4,50.0,2.6,5.0
mie_ayam,299,11.2,8.3,48.6,1.8,3.1
ikan_bakar,189,25.0,6.7,0.0,0.0,0.0
sawi,13,1.5,0.2,2.0,1.0,1.2
jagung,86,3.3,1.6,19.0,2.5,5.4
roti_gandum,241,12.0,3.6,37.9,7.3,4.2
ikan_tuna,139,23.0,5.5,0.0,0.0,0.0
pastel,273,6.4,16.0,27.3,2.0,1.9
popcorn,368,12.3,5.3,83.1,16.0,0.8
gado-gado,201,8.7,11.9,14.3,3.8,6.0
tempe_goreng,191,17.2,12.0,8.5,4.5,1.5
melon,35,0.9,0.2,7.8,0.9,8.4
sambal_goreng,136,6.4,10.1,9.0,2.0,2.8
pastel,259,6.6,15.3,25.9,1.9,1.9
opor_ayam,333,21.8,23.8,5.6,1.0,1.9
popcorn,353,12.5,4.5,71.9,16.1,0.9
siomay,167,9.7,7.6,14.4,1.5,1.9
sosis,295,13.7,26.1,1.9,0.0,1.6
brokoli,57,4.0,0.7,11.0,4.0,1.8
kacang_tanah,518,26.9,47.5,16.3,9.3,3.7
mie_ayam,293,11.5,8.4,43.7,1.9,2.9
ayam_goreng,260,25.4,16.5,0.0,0.0,0.0
bakso,222,16.8,10.9,7.8,0.5,1.8
siomay,170,9.8,6.5,14.5,1.5,1.9
sandwich,282,16.2,11.3,39.5,3.2,5.5
mentega,690,0.9,82.6,0.1,0.0,0.1
kroket,193,7.4,11.2,19.5,1.7,1.5
kangkung,20,2.4,0.3,3.2,2.0,0.5
pisang,90,1.0,0.3,22.1,2.6,11.7
mie_instan,359,9.3,13.3,48.7,2.7,3.1
bakso,187,17.5,11.2,8.0,0.5,2.0
cumi-cumi,89,17.0,1.3,2.8,0.0,0.0
pizza,292,11.1,10.1,29.8,2.4,3.4
daging_kambing,257,26.1,14.0,0.0,0.0,0.0
jus_apel,51,0.1,0.1,11.2,0.2,10.0
yogurt,63,3.4,0.4,10.4,0.0,11.9
edamame,125,10.6,5.4,10.3,4.7,1.9
lumpia,188,6.0,8.2,21.8,1.8,2.9
martabak_manis,424,8.6,16.4,46.9,1.6,25.6
ubi_jalar,93,1.7,0.1,20.0,2.9,3.8
kacang_hijau,338,25.3,1.2,68.5,16.8,7.2
kopi,2,0.3,0.0,0.0,0.0,0.0
nasi_goreng,338,8.6,11.3,49.8,2.0,2.8
nasi_merah,106,2.3,0.9,22.9,1.9,0.3
mie_ayam,276,11.2,7.6,45.5,2.0,2.8
klepon,146,2.1,4.3,27.1,1.4,16.2
keju,425,24.7,34.2,1.3,0.0,0.5
yogurt,58,3.5,0.4,10.3,0.0,11.3
air_kelapa,17,0.6,0.2,3.5,1.2,2.8
kentang,69,1.8,0.1,17.7,2.1,0.9
tomat,18,0.9,0.2,4.3,1.2,2.5
pepaya,46,0.5,0.3,10.7,1.7,8.0
pecel_lele,259,18.1,17.9,12.7,2.0,1.4
sate_ayam,199,30.7,8.2,3.0,0.3,2.1
es_krim,193,3.8,11.9,25.2,0.7,21.9
siomay,172,8.2,6.4,14.9,1.6,2.1
daging_kambing,223,24.9,12.5,0.0,0.0,0.0
martabak_telur,325,13.8,16.1,26.0,1.9,2.1
kacang_hijau,365,26.1,1.2,58.6,16.5,7.4
risoles,247,7.8,13.8,20.9,1.5,2.0
perkedel,178,4.9,9.4,16.1,1.9,1.1
es_krim,222,3.4,11.2,24.7,0.8,19.5
es_krim,196,3.2,11.5,22.3,0.7,22.3
minyak_goreng,947,0.0,100.0,0.0,0.0,0.0
brokoli,54,4.0,0.6,10.7,4.0,1.8
ubi_jalar,91,1.7,0.1,20.0,3.0,4.2
teh,1,0.0,0.0,0.3,0.0,0.0
keju,395,26.1,35.1,1.4,0.0,0.5
hotdog,300,10.2,17.2,23.6,1.0,4.2
martabak_telur,319,13.1,16.9,23.3,2.1,2.2
popcorn,369,13.8,4.9,77.1,15.0,0.9
kacang_hijau,368,26.1,1.2,64.9,15.3,7.3
kopi,2,0.3,0.0,0.0,0.0,0.0
apel,56,0.3,0.2,14.0,2.5,9.8
mangga,60,0.8,0.4,16.3,1.6,12.9
susu,104,7.4,2.6,11.8,0.0,10.9
kue_kering,457,5.6,21.8,59.5,1.8,26.2
tempe_goreng,184,17.8,10.7,8.3,4.6,1.4
sambal_goreng,141,6.4,9.0,9.1,2.2,2.7
edamame,123,11.3,4.9,10.1,4.8,1.9
kacang_merah,351,25.2,1.1,63.4,13.9,1.8
opor_ayam,305,23.6,21.7,5.9,1.0,1.9
air_kelapa,18,0.6,0.2,3.6,1.0,2.3
coklat,521,4.6,32.6,61.0,7.6,49.8
capcay,93,4.2,2.8,11.2,3.1,4.6
sayur_asem,59,2.4,1.5,10.8,2.9,3.9
bakso,200,19.6,11.6,8.0,0.5,2.0
gado-gado,186,8.4,12.3,13.7,3.7,6.4
gula_pasir,406,0.0,0.0,100.6,0.0,91.8
strawberry,29,0.7,0.3,7.5,1.9,5.4
kopi,2,0.3,0.0,0.0,0.0,0.0
sawi,14,1.6,0.2,2.2,1.0,1.2
yogurt,56,3.7,0.4,11.8,0.0,12.0
mie_instan,370,9.2,13.6,54.5,2.4,3.1
susu_kedelai,59,3.1,1.6,5.6,0.6,4.3
kroket,183,7.2,10.2,20.9,1.9,1.4
kue_lapis,282,5.4,8.7,47.8,0.9,22.7
coklat,550,5.2,28.4,55.0,7.2,47.7
sawi,14,1.4,0.2,2.3,1.1,1.2
nasi_goreng,339,8.1,11.2,50.7,2.1,3.3
risoles,220,8.6,13.0,21.7,1.6,1.9
kepiting,98,20.1,1.3,0.0,0.0,0.0
alpukat,175,2.0,15.9,8.3,6.5,0.6
ayam_panggang,150,32.1,3.7,0.0,0.0,0.0
roti_tawar,285,9.4,2.9,53.6,2.7,4.7
popcorn,373,12.8,5.1,78.4,14.6,0.9
lumpia,171,5.4,8.8,21.1,2.1,3.2
pempek,223,11.6,8.7,26.7,1.0,2.7
kacang_hijau,365,24.5,1.3,65.9,17.6,7.6
daging_sapi,243,28.0,13.9,0.0,0.0,0.0
mie_ayam,271,12.2,7.7,42.5,2.1,3.2
lumpia,167,6.0,8.3,19.9,1.8,3.3
klepon,160,2.2,3.6,26.0,1.4,15.4
nasi_putih,138,2.6,0.3,30.2,0.4,0.1
telur_rebus,152,12.7,11.9,1.2,0.0,0.6
soto_ayam,169,13.7,5.8,12.1,1.1,2.0
puding,136,2.9,2.4,24.6,0.5,22.0
sayur_lodeh,119,4.3,8.0,11.3,2.7,3.0
tempe_goreng,179,19.3,11.6,8.3,4.6,1.5
kepiting,103,18.1,1.4,0.0,0.0,0.0
roti_tawar,264,9.1,3.4,52.5,2.5,5.4
pastel,285,7.5,14.9,28.2,1.9,1.9
wortel,38,0.9,0.2,10.7,2.8,5.4
perkedel,156,5.4,8.7,17.7,1.9,1.0
anggur,69,0.7,0.2,16.7,0.9,13.9
gado-gado,175,8.6,13.1,15.4,3.8,6.0
kacang_hijau,348,23.5,1.3,65.1,16.0,7.3
pempek,205,11.2,8.7,28.4,1.0,2.9
yogurt,53,3.3,0.4,10.1,0.0,10.0
melon,33,0.8,0.2,8.6,0.8,8.7
tumis_kangkung,54,3.3,2.3,6.3,2.5,0.9
mentega,735,0.9,85.0,0.1,0.0,0.1
kue_kering,525,5.5,24.6,69.3,2.2,28.7
bayam,25,3.2,0.4,3.8,2.2,0.4
martabak_manis,354,8.1,18.5,50.2,1.6,27.5
anggur,65,0.7,0.2,18.3,0.9,14.0
sawi,13,1.6,0.2,2.1,1.0,1.2
martabak_telur,274,13.4,16.1,26.7,2.1,2.2
martabak_telur,283,14.4,16.0,23.8,1.9,2.0
opor_ayam,298,21.9,22.3,6.5,1.0,2.1
air_kelapa,20,0.7,0.2,3.5,1.0,2.5
martabak_telur,277,14.1,14.8,23.0,2.0,2.2
alpukat,157,2.0,15.7,9.2,7.5,0.7
pecel_lele,270,20.7,19.8,11.9,2.1,1.6
nugget,286,14.0,18.5,21.6,1.3,1.6
semangka,31,0.6,0.2,7.7,0.4,5.6
pepaya,44,0.5,0.3,11.9,1.6,8.1
kentang_goreng,309,3.5,15.5,44.3,3.4,0.3
siomay,142,8.7,6.4,15.6,1.4,1.9
pempek,222,11.8,8.2,26.9,0.9,3.1
pizza,246,10.9,9.6,31.5,2.4,3.8
roti_tawar,261,9.0,3.1,53.5,2.7,4.9
donat,445,4.9,22.6,49.5,1.5,27.8
jus_apel,50,0.1,0.1,12.0,0.2,9.5
udang,104,25.6,0.3,0.2,0.0,0.0
sambal_goreng,137,5.7,9.7,8.7,2.2,3.2
gado-gado,176,8.2,12.9,13.9,4.1,5.8
teh,1,0.0,0.0,0.3,0.0,0.0
lemper,204,4.7,7.7,25.1,1.1,0.9
sate_ayam,217,26.9,7.9,3.2,0.3,2.1
sayur_asem,67,2.6,1.5,12.7,2.8,3.7
donat,477,5.2,22.9,49.0,1.3,28.7
mie_instan,380,10.7,14.2,49.2,2.7,3.1
mangga,63,0.8,0.4,15.1,1.7,12.9
batagor,198,9.3,9.0,17.7,1.1,2.1
sandwich,282,14.7,11.0,34.8,3.2,5.0
susu_kedelai,56,3.5,1.7,6.0,0.6,3.8
kroket,193,7.6,11.7,18.7,1.7,1.6
telur_rebus,151,13.5,9.9,1.1,0.0,0.6
pizza,243,11.3,10.5,31.5,2.2,3.6
sayur_asem,64,2.6,1.4,11.4,2.9,4.3
minuman_bersoda,42,0.0,0.0,10.8,0.0,12.0
roti_gandum,257,13.5,3.6,44.2,7.7,4.1
tahu_goreng,137,12.1,9.5,5.0,2.3,0.8
gula_pasir,360,0.0,0.0,96.6,0.0,105.2
martabak_manis,398,8.0,16.6,51.9,1.6,29.4
udang,94,22.0,0.3,0.2,0.0,0.0
ikan_bakar,190,24.9,7.6,0.0,0.0,0.0
keju,429,27.3,31.3,1.3,0.0,0.5
ubi_jalar,82,1.5,0.1,18.1,2.8,3.7
ayam_panggang,181,30.0,3.8,0.0,0.0,0.0
madu,326,0.3,0.0,86.4,0.2,80.7
nasi_goreng,352,8.5,12.6,43.3,1.9,3.0
madu,321,0.3,0.0,86.3,0.2,79.0
sosis,292,12.9,29.5,2.0,0.0,1.5
gado-gado,171,7.4,11.1,15.1,3.8,5.9
capcay,95,4.1,3.0,11.1,2.7,4.6
apel,48,0.3,0.2,15.0,2.3,10.2
tomat,19,0.9,0.2,3.5,1.1,2.6
mangga,59,0.8,0.4,15.7,1.7,14.5
telur_rebus,166,13.6,10.1,1.1,0.0,0.6
minyak_goreng,838,0.0,102.4,0.0,0.0,0.0
strawberry,30,0.7,0.3,7.5,2.0,4.7
roti_gandum,226,13.9,3.5,40.1,6.6,3.7
keripik,509,6.1,32.6,52.9,4.1,1.1
hotdog,294,10.7,18.5,23.5,1.1,3.7
udang,99,24.5,0.3,0.2,0.0,0.0
sandwich,295,14.9,10.8,39.0,2.9,5.2
kacang_merah,307,21.9,0.9,56.6,15.9,2.0
jus_apel,50,0.1,0.1,12.0,0.2,10.8
nasi_merah,112,2.5,0.8,23.8,2.0,0.3
bayam,22,2.6,0.4,3.5,2.3,0.4
klepon,171,2.2,4.3,28.9,1.4,15.5
kue_kering,539,6.4,22.7,59.4,2.1,29.5
sayur_lodeh,134,3.9,7.2,11.1,2.6,2.8
roti_gandum,243,12.9,3.6,37.7,7.2,4.2
air_kelapa,17,0.7,0.2,3.6,1.1,2.6
wortel,39,0.9,0.2,11.0,2.9,5.1
apel,57,0.3,0.2,15.0,2.5,9.9
nasi_merah,114,2.1,0.8,25.9,1.8,0.3
semangka,32,0.5,0.2,8.6,0.4,5.7
popcorn,362,11.8,5.1,78.2,15.2,1.0
telur_rebus,164,12.9,11.8,1.1,0.0,0.6
kroket,202,7.2,11.3,17.6,1.7,1.4
tomat,19,0.9,0.2,3.9,1.1,2.7
madu,287,0.3,0.0,74.8,0.2,74.3
roti_gandum,268,13.3,3.4,41.4,6.5,3.9
roti_tawar,243,9.2,3.3,49.2,2.7,5.4
ikan_salmon,192,21.2,11.9,0.0,0.0,0.0
brokoli,53,3.6,0.6,10.7,3.7,1.6
gado-gado,175,8.8,10.9,13.6,4.3,6.4
jagung,104,3.7,1.5,22.0,2.3,4.9
melon,33,0.8,0.2,8.7,1.0,7.4
pizza,265,12.1,10.6,33.5,2.2,3.2
pastel,255,6.9,14.0,25.1,2.0,2.1
jeruk,43,0.8,0.1,11.2,2.5,8.8
selai,268,0.4,0.1,71.2,1.0,47.1
edamame,120,10.8,4.7,9.4,5.0,1.9
pepaya,41,0.5,0.3,10.1,1.8,7.2
perkedel,151,4.5,9.1,18.2,2.0,0.9
sayur_asem,64,2.7,1.5,13.0,3.1,3.8
anggur,70,0.7,0.2,18.1,1.0,16.2
air_kelapa,17,0.6,0.2,3.8,1.1,2.7
capcay,95,4.0,3.1,11.5,2.9,5.0
tempe_goreng,212,20.3,10.7,8.6,4.6,1.5
jus_apel,47,0.1,0.1,12.0,0.2,9.4
susu_kedelai,56,3.5,1.8,6.2,0.6,3.7
pisang,81,1.1,0.3,25.1,2.7,12.7
martabak_telur,284,12.9,16.6,23.1,1.9,2.0
madu,286,0.3,0.0,85.6,0.2,75.7
ayam_goreng,251,29.6,14.3,0.0,0.0,0.0
capcay,89,4.1,2.7,12.7,2.7,5.0
alpukat,170,2.1,16.0,9.2,7.4,0.7
wortel,43,0.8,0.2,10.4,2.6,4.7
keripik,527,6.3,36.0,48.1,4.2,0.9
tomat,17,1.0,0.2,3.6,1.1,2.6
batagor,172,9.3,9.8,16.4,1.1,2.0
tomat,16,0.9,0.2,4.0,1.1,2.4
strawberry,34,0.7,0.3,8.4,2.1,5.0
apel,52,0.3,0.2,14.5,2.2,9.6
lemper,190,5.2,7.1,24.8,1.3,1.0
jus_jeruk,45,0.7,0.2,9.1,0.2,8.1
kangkung,21,2.7,0.3,3.2,2.1,0.5
lemper,195,5.1,7.0,25.1,1.1,1.1
pizza,279,10.3,9.1,32.8,2.1,4.0
udang,92,22.5,0.3,0.2,0.0,0.0
minuman_bersoda,39,0.0,0.0,11.3,0.0,10.3
bayam,24,3.1,0.4,3.5,2.2,0.4
kangkung,20,2.3,0.3,2.8,1.9,0.5
ubi_jalar,83,1.5,0.1,21.3,3.2,4.1
susu_kedelai,57,3.2,2.0,5.6,0.7,3.9
siomay,151,8.8,7.2,15.2,1.5,2.0
mentega,770,1.0,83.1,0.1,0.0,0.1
pempek,207,11.0,8.7,29.9,1.0,3.0
pempek,239,11.8,8.2,27.1,1.1,2.9
kue_kering,474,6.1,25.6,68.0,2.0,26.1
batagor,184,10.5,9.3,18.9,1.1,2.0
edamame,119,11.5,4.8,11.0,5.3,1.9
daging_sapi,262,24.6,14.1,0.0,0.0,0.0
es_krim,189,3.5,10.6,21.9,0.7,20.3
timun,15,0.8,0.1,3.4,0.5,1.8
onde-onde,266,4.3,9.0,40.4,2.0,18.1
madu,282,0.3,0.0,79.3,0.2,83.7
susu,105,8.0,2.6,12.0,0.0,13.1
perkedel,174,4.6,8.2,18.2,2.1,1.1
timun,16,0.7,0.1,3.5,0.5,1.7
nasi_merah,116,2.4,0.9,22.0,1.8,0.3
tomat,17,0.9,0.2,3.6,1.3,2.8
puding,137,2.8,2.4,28.2,0.5,23.3
ikan_bakar,160,27.0,6.3,0.0,0.0,0.0
tahu_goreng,149,12.3,8.2,4.9,2.5,0.9
mie_instan,392,11.0,15.0,55.4,2.7,2.7
ayam_goreng,237,28.4,14.6,0.0,0.0,0.0
ikan_bakar,161,25.6,7.2,0.0,0.0,0.0
daging_kambing,234,25.8,12.4,0.0,0.0,0.0
ikan_tuna,156,24.8,4.5,0.0,0.0,0.0
soto_ayam,181,16.0,5.8,12.2,1.1,1.9
keripik,568,6.5,36.2,52.6,4.8,1.0
bayam,22,3.1,0.4,3.7,2.1,0.4
sayur_lodeh,133,3.7,7.7,10.4,2.4,3.0
brokoli,54,3.7,0.5,11.8,3.5,1.6
mie_instan,355,9.1,14.7,51.0,2.5,2.9
